Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerStartAge,CompanyCareerRatio,CurrentRoleCompanyRatio,ManagerCompanyRatio,PromotionLagCompanyRatio,SatisfactionAverage,LogMonthlyIncome,IncomePerJobLevel,OverTimeJobInvolvement
39,1,Travel_Rarely,360,Research & Development,23,3,Medical,1310,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,No,13,3,1,0,6,2,3,5,2,0,3,33,0.8333333333333334,0.4,0.6,0.0,1.6666666666666667,8.270013062273787,3904.0,0
30,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7,20,0.9,0.2222222222222222,0.7777777777777778,0.6666666666666666,2.0,8.439880088313567,2313.5,0
36,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7,26,0.7,1.0,1.0,0.14285714285714285,2.6666666666666665,8.867145589594143,2364.6666666666665,0
46,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1314,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7,36,0.7,0.8571428571428571,1.0,0.7142857142857143,2.6666666666666665,8.138564737261632,3423.0,0
28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5,18,0.9,0.8888888888888888,0.5555555555555556,0.7777777777777778,2.6666666666666665,8.80612448326845,3337.0,0
50,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1317,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2,25,0.12,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,9.733944008101389,4220.0,3
40,1,Travel_Rarely,299,Sales,25,4,Marketing,1318,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,0,9,2,3,5,4,1,0,31,0.5555555555555556,0.8,0.0,0.2,3.0,9.115480090952223,3031.3333333333335,2
52,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,1319,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7,42,0.8,0.875,0.875,0.875,2.3333333333333335,9.041566627727496,2815.3333333333335,3
30,0,Travel_Rarely,634,Research & Development,17,4,Medical,1321,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8,21,1.0,0.1111111111111111,0.8888888888888888,0.0,2.3333333333333335,9.385721231090805,3972.0,3
39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,No,11,3,1,0,9,6,3,8,7,1,7,30,0.8888888888888888,0.875,0.875,0.125,1.6666666666666667,8.419580362549237,2267.0,0
31,0,Non-Travel,587,Sales,2,4,Life Sciences,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6,21,1.0,0.8,0.6,0.9,2.6666666666666665,9.195531256322475,3284.0,3
41,0,Non-Travel,256,Sales,10,2,Medical,1329,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9,22,1.0,0.10526315789473684,0.47368421052631576,0.5789473684210527,2.0,8.72453251118548,3075.5,0
31,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2,28,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,7.741967899820685,2302.0,3
44,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2,34,0.3,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,7.767687277186908,2362.0,0
42,0,Non-Travel,495,Research & Development,2,1,Life Sciences,1334,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10,21,0.9523809523809523,0.4,0.5,0.1,3.3333333333333335,9.790430830243832,4465.25,3
55,0,Travel_Rarely,282,Research & Development,2,2,Medical,1336,4,Female,58,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11,32,0.8260869565217391,0.47368421052631576,0.5789473684210527,0.47368421052631576,3.6666666666666665,9.862040362621954,3837.4,0
56,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1338,4,Male,99,3,5,Manager,2,Single,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7,20,0.19444444444444445,0.42857142857142855,1.0,1.0,2.3333333333333335,9.889287203134987,3943.4,0
40,0,Non-Travel,458,Research & Development,16,2,Life Sciences,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544,8532,9,No,16,3,2,1,6,0,3,4,2,0,0,34,0.6666666666666666,0.5,0.0,0.0,2.6666666666666665,8.173293438966228,3544.0,0
34,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6,24,0.9,0.7777777777777778,0.6666666666666666,0.1111111111111111,4.0,9.04793908261736,2833.3333333333335,0
40,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1346,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8,31,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,3.3333333333333335,8.447199819595703,2330.5,0
41,0,Travel_Frequently,1018,Sales,1,3,Marketing,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,0,No,17,3,4,1,10,2,3,9,3,1,7,31,0.9,0.3333333333333333,0.7777777777777778,0.1111111111111111,2.6666666666666665,8.319717386850606,2051.5,0
35,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1350,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1,26,1.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,2.6666666666666665,8.354674261918463,2124.5,3
51,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1352,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10,18,1.0,0.2727272727272727,0.30303030303030304,0.0,2.3333333333333335,9.54873932271967,3506.5,3
38,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,No,15,3,4,1,11,3,3,7,7,1,7,27,0.6363636363636364,1.0,1.0,0.14285714285714285,2.3333333333333335,8.83840674707681,3446.5,0
34,0,Travel_Rarely,507,Sales,15,2,Medical,1356,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6,24,1.0,0.8,0.6,0.9,2.6666666666666665,8.72029728739272,3062.5,0
25,0,Travel_Rarely,882,Research & Development,19,1,Medical,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,No,11,3,3,3,7,6,2,3,2,1,2,18,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.6666666666666665,8.207946941048617,3669.0,0
58,1,Travel_Rarely,601,Research & Development,7,4,Medical,1360,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,0,31,0,2,10,9,5,9,27,0.3225806451612903,0.9,0.9,0.5,2.6666666666666665,9.211239967219019,3336.0,2
40,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,No,22,4,3,1,7,3,3,4,2,0,3,33,0.5714285714285714,0.5,0.75,0.0,2.3333333333333335,7.778211474512493,2387.0,0
36,0,Travel_Frequently,607,Sales,7,3,Marketing,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13,19,0.8823529411764706,0.4666666666666667,0.8666666666666667,0.4,2.0,8.442469645220301,2319.5,0
48,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1363,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8,37,0.9090909090909091,0.9,0.8,0.0,3.6666666666666665,8.97449144816442,2632.6666666666665,0
27,0,Travel_Rarely,1291,Sales,11,3,Medical,1364,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0,22,0.2,0.0,0.0,0.0,3.0,7.837948916025283,2534.0,0
51,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1367,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3,22,0.1724137931034483,0.4,0.6,0.0,2.6666666666666665,9.483644576482009,3285.5,0
18,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,1368,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0,18,0.0,0.0,0.0,0.0,3.6666666666666665,7.385230923066573,1611.0,0
35,0,Travel_Rarely,817,Research & Development,1,3,Medical,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,No,12,3,2,1,10,0,3,9,7,0,0,25,0.9,0.7777777777777778,0.0,0.0,3.3333333333333335,8.587465244401569,2681.5,0
27,0,Travel_Frequently,793,Sales,2,1,Life Sciences,1371,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,No,20,4,2,0,8,3,3,6,2,0,0,19,0.75,0.3333333333333333,0.0,0.0,3.3333333333333335,8.531490496117062,2535.5,0
55,1,Travel_Rarely,267,Sales,13,4,Marketing,1372,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8,31,0.7916666666666666,0.3684210526315789,0.42105263157894735,0.15789473684210525,2.3333333333333335,9.524859098381523,3423.75,4
56,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1373,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9,23,0.5757575757575758,0.8421052631578947,0.47368421052631576,0.7894736842105263,2.3333333333333335,9.503233841478497,3350.5,3
34,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1374,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0,29,1.0,0.8,0.0,0.0,2.3333333333333335,7.615791072035833,2029.0,0
40,0,Travel_Rarely,1202,Research & Development,2,1,Medical,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8,25,0.8,0.9166666666666666,0.6666666666666666,0.9166666666666666,2.3333333333333335,8.760609847570002,3188.5,0
34,0,Travel_Rarely,285,Research & Development,29,3,Medical,1377,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7,24,0.8,0.875,0.875,0.875,2.0,8.599694412927981,2714.5,0
31,1,Travel_Frequently,703,Sales,2,3,Life Sciences,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,No,14,3,3,0,3,3,4,1,0,0,0,28,0.3333333333333333,0.0,0.0,0.0,3.3333333333333335,7.932362154339751,2785.0,0
35,1,Travel_Frequently,662,Sales,18,4,Marketing,1380,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2,30,0.8,0.5,0.5,0.75,3.3333333333333335,8.437067146936952,2307.0,3
38,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3,34,1.0,0.5,0.75,0.0,3.6666666666666665,7.8674885686991285,2610.0,0
34,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11,20,1.0,0.7857142857142857,0.7857142857142857,0.2857142857142857,3.6666666666666665,8.808070154764538,3343.5,0
28,0,Travel_Rarely,736,Sales,26,3,Life Sciences,1387,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4,23,1.0,0.6,0.8,0.0,2.3333333333333335,8.460622839927844,2362.0,0
31,1,Travel_Rarely,330,Research & Development,22,4,Medical,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7,21,1.0,0.2,0.7,0.6,3.6666666666666665,8.729073550451737,3089.5,3
39,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1390,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Yes,12,3,4,2,8,2,4,5,4,1,4,31,0.625,0.8,0.8,0.2,3.0,8.71948076085107,3060.0,2
51,0,Travel_Frequently,541,Sales,2,3,Marketing,1391,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2,37,0.2857142857142857,0.5,0.5,0.75,2.0,9.268326221174837,3532.0,0
41,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1392,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3,29,0.5,0.3333333333333333,0.5,0.5,3.0,8.60666819784384,2733.5,3
37,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3,29,0.75,0.6666666666666666,0.5,0.16666666666666666,3.3333333333333335,8.005367067316664,2996.0,3
33,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,1395,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2,25,0.625,0.8,0.4,0.2,2.3333333333333335,9.21024036697585,4999.0,0
32,0,Travel_Rarely,499,Sales,2,1,Marketing,1396,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,Yes,13,3,1,3,4,3,2,3,2,1,2,28,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,8.313607139317558,2039.0,3
39,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5,26,0.46153846153846156,0.6666666666666666,0.8333333333333334,0.0,2.6666666666666665,9.298442820197728,3640.0,0
25,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2,19,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,8.73761303680885,3116.0,0
52,0,Travel_Frequently,322,Research & Development,28,2,Medical,1401,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,1,24,3,2,5,3,0,2,28,0.20833333333333334,0.6,0.4,0.0,3.0,9.49160187662504,3311.75,4
43,0,Travel_Rarely,930,Research & Development,6,3,Medical,1402,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Yes,14,3,1,0,20,3,1,20,7,1,8,23,1.0,0.35,0.4,0.05,1.6666666666666667,8.31434234336979,2040.5,2
27,0,Travel_Rarely,205,Sales,10,3,Marketing,1403,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4,21,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,4.0,8.660427359502146,2884.5,2
27,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1405,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7,19,1.0,0.25,0.875,0.875,3.6666666666666665,7.781138509845015,2394.0,3
26,0,Travel_Rarely,683,Research & Development,2,1,Medical,1407,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,No,12,3,4,0,5,2,3,4,3,1,1,21,0.8,0.75,0.25,0.25,3.0,8.270013062273787,3904.0,0
42,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1408,3,Female,31,3,4,Manager,1,Married,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9,21,0.9523809523809523,0.35,0.45,0.0,2.3333333333333335,9.72913416539135,4199.75,0
52,0,Travel_Rarely,258,Research & Development,8,4,Other,1409,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4,40,0.4166666666666667,0.8,0.8,0.0,2.3333333333333335,7.989899374942939,2950.0,0
37,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,No,18,3,1,0,8,6,3,3,2,0,2,29,0.375,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,8.196987927258897,3629.0,0
35,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1412,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2,25,0.2,1.0,1.0,1.0,3.3333333333333335,9.14452103093889,3120.6666666666665,0
25,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,No,11,3,2,1,7,2,2,3,2,0,2,18,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,8.080237416216702,3229.0,0
26,0,Travel_Rarely,652,Research & Development,7,3,Other,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7,18,0.875,1.0,1.0,0.0,2.6666666666666665,8.182838710766026,3578.0,0
29,0,Travel_Rarely,332,Human Resources,17,3,Other,1419,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,No,13,3,1,0,10,3,2,10,9,0,9,19,1.0,0.9,0.9,0.0,1.3333333333333333,8.985820874482043,2662.6666666666665,0
49,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,0,20,2,3,4,3,1,3,29,0.2,0.75,0.75,0.25,1.0,8.36287583103188,2142.0,0
29,1,Travel_Frequently,337,Research & Development,14,1,Other,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Yes,12,3,1,0,9,1,3,8,7,7,7,20,0.8888888888888888,0.875,0.875,0.875,2.6666666666666665,8.929832503272403,2517.6666666666665,3
54,0,Travel_Rarely,971,Research & Development,1,3,Medical,1422,4,Female,54,3,4,Research Director,4,Single,17328,5652,6,No,19,3,4,0,29,3,2,20,7,12,7,25,0.6896551724137931,0.35,0.35,0.6,4.0,9.760136677640245,4332.0,0
58,0,Travel_Rarely,1055,Research & Development,1,3,Medical,1423,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5,26,0.28125,0.8888888888888888,0.5555555555555556,0.1111111111111111,2.6666666666666665,9.888475432415625,3940.2,3
55,0,Travel_Rarely,1136,Research & Development,1,4,Medical,1424,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0,24,0.22580645161290322,1.0,0.0,0.0,3.3333333333333335,9.597845154707354,3683.0,0
36,0,Travel_Rarely,1174,Sales,3,4,Marketing,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1,21,0.3333333333333333,0.8,0.2,0.0,2.3333333333333335,9.13550906135318,4639.0,3
31,1,Travel_Frequently,667,Sales,1,4,Life Sciences,1427,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,No,12,3,2,0,1,3,3,1,0,0,0,30,1.0,0.0,0.0,0.0,2.3333333333333335,7.215239978730097,1359.0,0
30,0,Travel_Rarely,855,Sales,7,4,Marketing,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2,22,0.375,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,8.472195825485501,2389.5,0
31,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1430,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,No,11,3,3,0,9,3,4,3,2,1,0,22,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,2.0,9.70643807033756,4105.5,0
34,0,Travel_Frequently,560,Research & Development,1,4,Other,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3,24,0.4,0.75,0.75,0.25,2.6666666666666665,8.005367067316664,2996.0,0
31,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0,30,1.0,0.0,0.0,0.0,2.0,7.140453043101158,1261.0,0
27,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1434,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,No,14,3,2,0,6,3,4,5,0,1,4,21,0.8333333333333334,0.0,0.8,0.2,1.6666666666666667,7.649692623711514,2099.0,0
36,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,No,16,3,3,0,10,2,2,10,4,1,8,26,1.0,0.4,0.8,0.1,2.6666666666666665,8.667507952075105,2905.0,0
36,0,Travel_Rarely,329,Sales,16,4,Marketing,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2,25,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,8.639056779173078,2823.5,0
47,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1438,1,Male,74,3,1,Research Scientist,4,Married,3420,10205,7,No,12,3,3,1,17,2,2,6,5,1,2,30,0.35294117647058826,0.8333333333333334,0.3333333333333333,0.16666666666666666,2.6666666666666665,8.137688184977605,3420.0,0
25,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2,19,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,8.38958706681109,4400.0,0
37,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,No,14,3,1,0,7,2,1,6,5,1,3,30,0.8571428571428571,0.8333333333333334,0.5,0.16666666666666666,2.3333333333333335,8.160803920954665,3500.0,0
56,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1441,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0,51,0.6,0.6666666666666666,0.0,0.3333333333333333,2.0,7.633853559681768,2066.0,0
47,0,Travel_Rarely,359,Research & Development,2,4,Medical,1443,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6,21,0.7692307692307693,0.85,0.3,0.25,2.0,9.75091895389152,4292.25,0
24,0,Travel_Rarely,1476,Sales,4,1,Medical,1445,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1,Yes,12,3,3,2,5,3,3,5,4,0,3,19,1.0,0.8,0.6,0.0,3.3333333333333335,8.333991247194975,2081.0,3
32,0,Travel_Rarely,601,Sales,7,5,Marketing,1446,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,No,12,3,3,1,7,3,2,4,3,0,3,25,0.5714285714285714,0.75,0.75,0.0,3.6666666666666665,9.127502093667179,4602.0,0
34,0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2,27,0.7142857142857143,0.8,0.4,0.0,2.3333333333333335,8.100161446936607,3294.0,0
41,0,Travel_Rarely,1283,Research & Development,5,5,Medical,1448,2,Male,90,4,1,Research Scientist,3,Married,2127,5561,2,Yes,12,3,1,0,7,5,2,4,2,0,3,34,0.5714285714285714,0.5,0.75,0.0,2.0,7.662937850461535,2127.0,4
40,0,Non-Travel,663,Research & Development,9,4,Other,1449,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7,29,0.7272727272727273,0.875,0.875,0.0,3.0,8.288031567776464,1987.5,0
31,0,Travel_Rarely,326,Sales,8,2,Life Sciences,1453,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9,18,1.0,0.5384615384615384,0.6923076923076923,0.6923076923076923,2.0,9.286745703178589,3597.6666666666665,0
46,1,Travel_Rarely,377,Sales,9,3,Marketing,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,1,28,1,4,7,7,4,3,18,0.25,1.0,0.42857142857142855,0.5714285714285714,2.0,9.219993629004321,3365.3333333333335,0
39,1,Non-Travel,592,Research & Development,2,3,Life Sciences,1458,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0,28,0.09090909090909091,0.0,0.0,0.0,1.3333333333333333,8.20166019080868,3646.0,2
31,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1459,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,0,10,2,3,10,8,4,7,21,1.0,0.8,0.7,0.4,2.0,8.915566545710645,2482.0,0
45,0,Travel_Rarely,1038,Research & Development,20,3,Medical,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7,21,0.2916666666666667,1.0,1.0,0.0,1.6666666666666667,9.292104673778823,3617.0,1
31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,1461,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2,23,0.375,0.6666666666666666,0.6666666666666666,0.0,3.3333333333333335,7.6544432264701125,2109.0,0
31,1,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1464,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Yes,13,3,3,1,7,2,1,2,2,2,2,24,0.2857142857142857,1.0,1.0,1.0,3.0,8.222285073872717,3722.0,3
